id,image,issue_id,author_id,caption
1,prime/fall-2013/article/icecream_aside_01.jpg,1,7,"Headquartered in Los Angeles, Saffron & Rose Ice Cream distributes Persian ice cream across the country."
2,prime/fall-2013/article/icecream_aside_02.jpg,1,7,Fery Kashani operates Saffron & Rose Ice Cream with her son and brother to carry on her late father’s legacy.
3,prime/fall-2013/article/icecream_aside_03.jpg,1,7,"Fred Papen, 27, is one of the managers of Saffron & Rose Ice Cream, a small Persian ice cream shop on Westwood Boulevard."
4,prime/fall-2013/article/icecream_full_01.jpg,1,7,""
5,prime/fall-2013/article/icecream_full_02.jpg,1,7,"Fred Papen helps a customer with his order. Sometimes he gives children free ice cream, remembering how his grandfather’s generosity brought people happiness."
6,prime/fall-2013/article/ballerina_aside_01.jpg,1,7,"Since transferring to UCLA, Canelos has become involved in extracurriculars that reflect her interest in medicine. Nonetheless, she still practices ballet every Saturday."
7,prime/fall-2013/article/ballerina_aside_02.jpg,1,7,""
8,prime/fall-2013/article/ballerina_aside_03.jpg,1,7,""
9,prime/fall-2013/article/ballerina_full_01.jpg,1,7,"Victoria Canelos, 28, is a fourth-year physiology student pursuing a career in medicine. Before returning to school she was a professional ballerina."
10,prime/fall-2013/article/ballerina_full_02.jpg,1,7,""
11,prime/fall-2013/article/ballerina_full_03.jpg,1,7,""
12,prime/fall-2013/article/piepops_full_01.jpg,1,7,""
13,prime/fall-2013/article/piepops_full_02.jpg,1,7,""
14,prime/fall-2013/article/piepops_full_03.jpg,1,7,""
15,prime/fall-2013/article/piepops_full_04.jpg,1,7,""
16,prime/fall-2013/article/piepops_full_05.jpg,1,7,""
17,prime/fall-2013/article/piepops_full_06.jpg,1,7,""
18,prime/fall-2013/article/piepops_full_07.jpg,1,7,""
19,prime/fall-2013/article/piepops_full_08.jpg,1,7,""
20,prime/fall-2013/article/piepops_full_09.jpg,1,7,""
21,prime/fall-2013/article/map_full_01.jpg,1,7,""
22,prime/fall-2013/article/map_full_02.jpg,1,7,""
23,prime/fall-2013/article/map_full_03.jpg,1,7,""
24,prime/fall-2013/article/map_full_04.jpg,1,7,""
25,prime/fall-2013/article/map_full_05.jpg,1,7,""
26,prime/fall-2013/article/map_full_06.jpg,1,7,""
27,prime/fall-2013/article/map_full_07.jpg,1,7,""
28,prime/fall-2013/article/tashman_full_01.jpg,1,7,Alexandra Tashman is a third-year political science and history student at UCLA. This is a story she has been wanting to tell since she joined the Daily Bruin Opinion section in her first year.
29,prime/fall-2013/article/grandcentral_aside_01.jpg,1,7,Cactus is sold for 59 cents per pound at Torres Produce.
30,prime/fall-2013/article/grandcentral_aside_02.jpg,1,7,Torres Produce is one of about 40 vendors in Grand Central Market.
31,prime/fall-2013/article/grandcentral_aside_03.jpg,1,7,"Candelario Serrano Ayon is one of the owners of Sarita’s Pupuseria, a family business."
32,prime/fall-2013/article/grandcentral_aside_04.jpg,1,7,G&B Coffee is among one of the newer vendors at the market.
33,prime/fall-2013/article/grandcentral_full_01.jpg,1,7,Angel Yépez stands behind piles of chiles at Valeria’s.
34,prime/fall-2013/article/grandcentral_full_02.jpg,1,7,Sarita’s Pupuseria specializes in Salvadorian food.
35,prime/fall-2013/article/deli_full_03.jpg,1,7,Valeria’s has been around since the market first opened in 1917.
36,prime/fall-2013/article/grandcentral_full_04.jpg,1,7,"China Cafe, located near the back of the market, is popular for its soups."
37,prime/fall-2013/article/grandcentral_full_05.jpg,1,7,Ramon Molina has been working at Torres Produce since the ’80s.
38,prime/fall-2013/article/fallfashion1.jpg,1,8,"Lucy Wang, first-year computational and systems biology"
39,prime/fall-2013/article/fallfashion3.jpg,1,8,"Left to right: Melissa Nahcivan, first-year psychobiology; Sheehan Parker, second-year philosophy; Katelyn Tang, first-year physiology; Megan Sha, first-year physiology"
40,prime/fall-2013/article/fallfashion4.jpg,1,8,"Sheehan Parker, second-year philosophy"
41,prime/fall-2013/article/fallfashion5.jpg,1,7,"Alyssa Dorn, first-year English"
42,prime/fall-2013/article/fallfashion6.jpg,1,7,"Anais Engel, second-year economics"
43,prime/fall-2013/article/fallfashion7.jpg,1,7,"Anais Engel, second-year economics"
44,prime/fall-2013/article/fallfashion10.jpg,1,7,"Alyssa Dorn, first-year English"
45,prime/fall-2013/article/fallfashion12.jpg,1,8,"Left to right: Alyssa Dorn, first-year English; Lucy Wang, first-year computational and systems biology"
46,prime/fall-2013/article/fallfashion13.jpg,1,8,"Left to right: Alyssa Dorn, first-year English; Lucy Wang, first-year computational and systems biology"
47,prime/fall-2013/article/fallfashion15.jpg,1,8,"Left to right: Spencer Shankle, second-year business economics; Caitlin O'Malley, first-year communications"
48,prime/fall-2013/article/fallfashion16.jpg,1,8,"Caitlin O'Malley, first-year pre-communications"
53,prime/fall-2013/article/deli_aside_01.jpg,1,8,A customer relays his order to the carver behind Philippe’s deli-style counter.
54,prime/fall-2013/article/deli_aside_02.jpg,1,8,Customers may also choose to sit in one of the deli’s cozy booths.
55,prime/fall-2013/article/deli_aside_03.jpg,1,8,Izzy’s pastrami sandwich contains an extra slice of bread between the sliced hunks of meat.
56,prime/fall-2013/article/deli_aside_04.jpg,1,8,The sign advertising Langer’s “world famous hot pastrami.”
57,prime/fall-2013/article/deli_aside_05.jpg,1,8,"The walls in Izzy’s are adorned with allusions to New York, the birthplace of owner Izzy Freeman, and framed photos of Freeman and his friends."
52,prime/fall-2013/article/loafer_girl1.jpg,1,7,"Melissa Nahcivan, first-year psychobiology"
51,prime/fall-2013/article/loafer_boy3.jpg,1,7,"Cody Harrison, first-year undeclared"
50,prime/fall-2013/article/loafer_boy1.jpg,1,7,"Cody Harrison, first-year undeclared"
49,prime/fall-2013/article/fashion18.jpg,1,7,""
258,prime/fall-2014/article/web.AYeo6.jpg,6,35,""
58,prime/fall-2013/article/deli_aside_06.jpg,1,8,The finished product: A crisp French roll dipped in natural roast juices and stuffed with lamb.
59,prime/fall-2013/article/deli_aside_07.jpg,1,8,"Norm Langer, the deli’s current owner and son of the founder, Al."
60,prime/fall-2013/article/deli_aside_08.jpg,1,8,""
61,prime/fall-2013/article/deli_aside_09.jpg,1,8,"Philippe the Original’s classic French Dipped Sandwich, stuffed with lamb and blue cheese."
62,prime/fall-2013/article/deli_aside_10.jpg,1,8,"A booth seat in Langer’s honors the deli’s founder, Al Langer, who died in 2007."
63,prime/fall-2013/article/deli_aside_11.jpg,1,8,"Langer’s creamy, classic #19."
64,prime/fall-2013/article/deli_aside_12.jpg,1,8,The corned beef pastrami on rye bread at Canter’s Deli.
65,prime/fall-2013/article/deli_full_01.jpg,1,8,"A glass display shows off Canter’s baked goods, made fresh daily in the bakery above the restaurant."
66,prime/fall-2013/article/deli_full_02.jpg,1,8,Signs mark the deli’s location in Chinatown.
67,prime/fall-2013/article/deli_full_03_1.jpg,1,8,A customer sits at the Langer’s counter while waiting for his order.
68,prime/fall-2013/article/deli_full_04.jpg,1,8,"A selection of sides, including boysenberry pie and house-made potato salad and coleslaw."
69,prime/fall-2013/article/deli_full_05.jpg,1,8,Izzy’s Deli is often called the “deli to the stars” because many celebrities have dined at the deli.
70,prime/fall-2013/article/deli_full_06.jpg,1,8,"The interior of Canter’s Deli, a dimly lit environment that transports you back to the classic decor of the 1940s and 1950s."
71,prime/fall-2013/article/deli_full_07.jpg,1,8,""
73,prime/winter-2014/article/recipie02.jpg,4,7,""
74,prime/winter-2014/article/recipie03.jpg,4,7,""
75,prime/winter-2014/article/recipie04.jpg,4,7,""
76,prime/winter-2014/article/recipie05.jpg,4,7,""
72,prime/winter-2014/article/recipie01.jpg,4,7,""
77,prime/winter-2014/article/glassware01.jpg,4,10,"Every month, Jeff Tait collects broken glassware from UCLA."
78,prime/winter-2014/article/glassware02.jpg,4,10,Wesley Tait helps his father fabricate and repair glass.
79,prime/winter-2014/article/glassware03.jpg,4,10,The glass lathe spins the glassware while it is heated.
80,prime/winter-2014/article/glassware04.jpg,4,10,"Mookie, Wesley Tait’s dog, spends her days in the workshop."
81,prime/winter-2014/article/glassware05.jpg,4,10,Jeff Tait works at a glass lathe in his workshop in Laguna Hills.
82,prime/winter-2014/article/rotc01.jpg,4,12,"Oliver Kay, a military intelligence officer in the U.S. Army who graduated from UCLA in September, runs on the beach in Santa Monica."
83,prime/winter-2014/article/rotc02.jpg,4,12,Kay finds a moment of peace during his runs along the water in Santa Monica.
84,prime/winter-2014/article/rotc03.jpg,4,7,"Kay, formerly an officer in the British Army, is now a member of the U.S. Army Reserve."
85,prime/winter-2014/article/rotc04.jpg,4,7,Kay holds up a tribute to his grandfather in front of a map that reminds him of his travels in the British Army.
86,prime/winter-2014/article/perfectday01.jpg,4,7,The interior of Eat.Drink.Americano is decorated with wood and typography.
87,prime/winter-2014/article/perfectday02.jpg,4,7,Painted tennis shoe casts hang in the shop.
88,prime/winter-2014/article/perfectday03.jpg,4,7,"A “Pull Me Up,” a dessert of coffee and amaretto-soaked lady fingers with mascarpone and chocolate."
89,prime/winter-2014/article/perfectday04.jpg,4,7,New-York style pastrami flatbread with mozzarella and basil.
90,prime/winter-2014/article/perfectday05.jpg,4,7,Colorful magazines and knickknacks line the walls of Poketo.
91,prime/winter-2014/article/perfectday06.jpg,4,7,"A neat display of Poketo’s candles, backpacks and craft goods."
92,prime/winter-2014/article/perfectday07.jpg,4,7,An example of artist Peter Greco’s typography inside the restaurant.
93,prime/winter-2014/article/perfectday08.jpg,4,7,"A “Green Valley Baguette” made with hummus, avocado and alfalfa sprouts."
94,prime/winter-2014/article/perfectday09.jpg,4,7,A view of the Poketo storefront from the inside.
108,prime/winter-2014/article/ghana04.jpg,4,16,"After a day of fishing, the fishermen, who all catch the fish together, distribute the catch among themselves in a proportioned manner and set off to their respective homes."
107,prime/winter-2014/article/ghana02.jpg,4,16,"Sahana Kribakaran, a third-year neuroscience student, and Christina Vu, a third-year physiology student, apply mortar and concrete layers to the outer wall of the rainwater harvester. Every day included at least eight to 10 hours of construction out in the hot and humid conditions."
106,prime/winter-2014/article/ghana01.jpg,4,16,"The municipal water supply in Ekumfi Srafa Aboano is sporadic. During the dry season, even that supply dwindles."
95,prime/winter-2014/article/seafood01.jpg,4,10,Steamed littleneck clams served with grilled ciabatta.
96,prime/winter-2014/article/seafood02.jpg,4,17,"Shrimp tacos served on a tortilla, with salad on the side."
97,prime/winter-2014/article/seafood03.jpg,4,17,"Freshly prepared lobster is packed, ready to be served  in rolls throughout the day."
98,prime/winter-2014/article/seafood04.jpg,4,17,"Winkler and Allison Gish, his girlfriend, hold the finished product."
99,prime/winter-2014/article/seafood05.jpg,4,17,Owner Brandon Winkler pan fries two New England split-top rolls for a Maine lobster roll.
100,prime/winter-2014/article/seafood07.jpg,4,10,An employee organizes the colorful seafood under the glass display.
101,prime/winter-2014/article/seafood08.jpg,4,10,A grilled swordfish steak sandwich served between two slices of sourdough bread.
102,prime/winter-2014/article/seafood09.jpg,4,10,Fish harvested from different places and using different fishing practices are organized.
103,prime/winter-2014/article/seafood10.jpg,4,17,Green Hut Cafe’s lobster roll is served on toasted bread with salad on the side.
104,prime/winter-2014/article/seafood11.jpg,4,17,"Raw Eastern oysters are $1 during Happy Hour, which is from 3 p.m. to 5 p.m. every day, including weekends."
105,prime/winter-2014/article/seafood06.jpg,4,17,""
259,prime/fall-2014/article/web.AYeo5.jpg,6,35,""
111,prime/winter-2014/article/ghana07.jpg,4,16,"A day was set aside to educate the children of the village about the importance of different water sources, along with the types of water that are potable and the types that should only to be used for cleaning and sanitation."
112,prime/winter-2014/article/ghana08.jpg,4,16,"The frame of the rainwater harvester is made of flat chicken wire cut to form a cylinder 7-foot in diameter. Held together by more than 100 zip ties at its joints, the finished harvester holds about 16,000 liters of waters."
113,prime/winter-2014/article/ghana09.jpg,4,16,"Out at sea, two boats drop a fishing net the size of a soccer field into the ocean, and more than 50 people join together to pull in the catch in sync with the waves crashing on the shore. The entire time they pull and heave, the people sing."
110,prime/winter-2014/article/ghana06.jpg,4,16,"After a day of fishing, the villagers consume most of the fish themselves. The catch is also sold once a week on Wednesdays at the Mankessim bazaar. Mankessim is about an hour drive away from the village. Getting there costs about $5 per person round-trip, quite a sizeable amount for the fishermen."
109,prime/winter-2014/article/ghana05.jpg,4,16,"A little girl draws sources of potable water and sources of water that should only be used for cleaning and sanitation. This was one of the games led by UCLA students that helped the children realize the importance of understanding proper sanitation habits, which they may be able to teach their parents."
114,prime/winter-2014/article/chapstick01.jpg,4,7,""
115,prime/winter-2014/article/chapstick02.jpg,4,7,""
116,prime/winter-2014/article/chapstick03.jpg,4,7,""
117,prime/winter-2014/article/chapstick04.jpg,4,7,""
118,prime/winter-2014/article/chapstick05.jpg,4,7,""
119,prime/winter-2014/article/chapstick06.jpg,4,7,""
120,prime/winter-2014/article/chapstick07.jpg,4,7,""
121,prime/winter-2014/article/fashion01.jpg,4,20,""
122,prime/winter-2014/article/fashion02.jpg,4,20,""
123,prime/winter-2014/article/fashion03.jpg,4,8,""
124,prime/winter-2014/article/fashion04.jpg,4,20,""
125,prime/winter-2014/article/021804.healthychips.chart_crop.jpg,4,,""
126,prime/winter-2014/article/newSID1.jpg,4,16,"Tawny Tran, a third-year business economics student, applies a final layer of cement to the access pit a family will use to collect water."
127,prime/winter-2014/article/illodayinla.jpg,4,22,""
128,prime/spring-2014/article/Starrie.flower1-edited.jpg,5,7,N/A
129,prime/spring-2014/article/Starrie.portrait2-edited.jpg,5,7,"Starrie Lowe has been the acupuncturist at the Arthur Ashe Student Health and Wellness Center for two years. A third-generation acupuncturist, Lowe believes acupuncture helps her patients by offering a refreshing, holistic approach to health."
132,prime/spring-2014/article/Lightbulbcraft.A.jpg,5,7,""
133,prime/spring-2014/article/Lightbulbcraft.B.jpg,5,7,""
134,prime/spring-2014/article/Lightbulbcraft.C.jpg,5,7,""
135,prime/spring-2014/article/Lightbulbcraft.D.jpg,5,7,""
136,prime/spring-2014/article/Lightbulbcraft.E.jpg,5,7,""
137,prime/spring-2014/article/Lightbulbcraft.F.jpg,5,7,""
138,prime/spring-2014/article/Lightbulbcraft.G.jpg,5,7,""
139,prime/spring-2014/article/Lightbulbcraft.H.jpg,5,7,""
140,prime/spring-2014/article/title_potential3.jpg,5,17,"The Los Feliz 3 Cinemas, which has been showing flicks daily since 1934, blends in well with the area’s quirky charm."
141,prime/spring-2014/article/fred1.jpg,5,17,"The vibrantly colored storefront of Fred 62, as seen from Vermont Avenue, in the heart of kitschy Los Feliz."
142,prime/spring-2014/article/skylight1.jpg,5,17,"Surrounded by shelves, a live tree grows in the middle of Skylight Books."
143,prime/spring-2014/article/skylight2.jpg,5,17,The Food & Drink portion of Skylight Books is one of its many interesting sections.
144,prime/spring-2014/article/alcove1.jpg,5,17,"A cup of chai tea and a mixed fresh fruit tart from Alcove Cafe & Bakery, which serves a variety of fresh pastries and beverages on their eclectic, tree-covered patio, There is also a bar adjacent to the cafe."
145,prime/spring-2014/article/mozzarella.A.jpg,5,7,""
146,prime/spring-2014/article/mozzarella.B.jpg,5,7,""
147,prime/spring-2014/article/mozzarella.C.jpg,5,7,""
148,prime/spring-2014/article/mozzarella.D.jpg,5,7,""
149,prime/spring-2014/article/mozzarella.E.jpg,5,23,""
150,prime/spring-2014/article/mozzarella.F.jpg,5,7,""
151,prime/spring-2014/article/mozzarella.G.jpg,5,7,""
152,prime/spring-2014/article/fashionBTS_1.jpg,5,24,""
153,prime/spring-2014/article/fashionBTS_2A.jpg,5,24,"Rakeem Cunningham, a fourth-year Design | Media Arts student, likes to mix fine arts and design in his fashion photography. His photos have been featured in multiple magazines."
154,prime/spring-2014/article/Rakeem2A.JPG,5,27,"Leonardo Lawrence, first-year fine arts student. "
155,prime/spring-2014/article/Rakeem3A.JPG,5,27,"Leonardo Lawrence, first-year fine arts student. "
156,prime/spring-2014/article/Rakeem6A.JPG,5,27,"Leonardo Lawrence, first-year fine arts student. "
157,prime/spring-2014/article/Rakeem5A.JPG,5,27,"Leonardo Lawrence, first-year fine arts student. "
158,prime/spring-2014/article/Rakeem1A.JPG,5,27,"Leonardo Lawrence, first-year fine arts student. "
159,prime/spring-2014/article/BevSoonTitle.jpg,5,7,""
160,prime/spring-2014/article/MilkJarTitle.jpg,5,7,""
161,prime/spring-2014/article/BevSoonA.jpg,5,7,A variety of standard banchan comes with every meal. 
162,prime/spring-2014/article/BevSoonB.jpg,5,7,"The spicy barbecue squid comes sizzling on a skillet with hot sauce, peppers and onions. "
163,prime/spring-2014/article/milkjarA.jpg,5,7,"Mochas and milk are just a couple beverage options. 
"
164,prime/spring-2014/article/milkjarB.jpg,5,7, Friendly staff and rustic decorations keep customers comfortable while they enjoy delicious cookies. 
165,prime/spring-2014/article/milkjarC.jpg,5,7,Fresh cookies behind a glass display welcome customers as they enter the shop.
166,prime/spring-2014/article/churrosA.jpg,5,10,"Churros can be packed to go. 
"
167,prime/spring-2014/article/churrosB.jpg,5,10,You might miss the storefront on the way into Santa Monica if you’re not looking for it. 
168,prime/spring-2014/article/churrosC.jpg,5,10,Churros con chocolate comes with thick Spanish-style hot chocolate.
169,prime/spring-2014/article/frittoA.jpg,5,10,"Fritto Misto Italian Café has a second location in Hermosa Beach, Calif."
170,prime/spring-2014/article/frittoB.jpg,5,10,"Fried pillows stuffed with ricotta cheese, served with sauces."
171,prime/spring-2014/article/frittoC.jpg,5,10, Order Atomic Pasta for Cajun-style chicken breasts over chili linguini.
172,prime/spring-2014/article/IM_humanities1.jpg,5,7,""
173,prime/spring-2014/article/IM_janns1.jpg,5,7,""
174,prime/spring-2014/article/IM_Kerck3.jpg,5,7,""
175,prime/spring-2014/article/IM_kinsey2.jpg,5,7,""
176,prime/spring-2014/article/IM_powell2.jpg,5,7,""
177,prime/spring-2014/article/IM_royce3.jpg,5,7,""
178,prime/spring-2014/article/IM_wooden3.jpg,5,7,""
179,prime/spring-2014/article/IM_wooden1.jpg,5,7,""
181,prime/spring-2014/article/Jordan_4.jpg,5,7,"Kevin Jordan and Jenny Johnson Jordan both wore the number four during their athletic careers at UCLA. Their ministry, named 4TheJourney, pays tribute to those numbers."
182,prime/spring-2014/article/Jordan_6.jpg,5,7,"Kevin Jordan and Jenny Johnson Jordan are familiar faces in the Acosta Athletic Training Center, where many student-athletes know them."
183,prime/spring-2014/article/videogames-edit1.jpg,5,7,"Adeline Ducker, a resident of the UCLA Game Lab who designed the environment art for Classroom Aquatic, wears the Oculus Rift technology."
184,prime/spring-2014/article/vegan_diaries.jpg,5,,""
180,prime/spring-2014/article/Jordan_2.jpg,5,7,Kevin Jordan and Jenny Johnson Jordan met at UCLA while they were both student athletes.
185,prime/spring-2014/article/Shot04-Newspaper.jpg,5,,"Papers, Please "
186,prime/spring-2014/article/Shot10-Docs.jpg,5,,"Papers, Please"
187,prime/spring-2014/article/Screen Shot 2014-01-01 at 9.34.05 PM.jpg,5,,Classroom Aquatic 
188,prime/spring-2014/article/Bastion_112010_0001.jpg,5,,Bastion
189,prime/spring-2014/article/Bastion_E32011_0003.jpg,5,,Bastion
190,prime/spring-2014/article/bastion.jpg,5,,Bastion
191,prime/spring-2014/article/14.jpg,5,,Papayo
192,prime/spring-2014/article/17.jpg,5,,Papayo 
193,prime/fall-2014/article/web.materials.jpg,6,29,""
195,prime/fall-2014/article/web.step1.jpg,6,29,""
196,prime/fall-2014/article/web.step2.jpg,6,29,""
198,prime/fall-2014/article/web.step3.jpg,6,29,""
200,prime/fall-2014/article/web.step4.jpg,6,29,""
202,prime/fall-2014/article/web.step5.jpg,6,29,""
204,prime/fall-2014/article/web.step6.jpg,6,29,""
194,prime/fall-2014/article/AYU_8043.jpg,6,12,""
197,prime/fall-2014/article/AYU_8050.jpg,6,12,""
199,prime/fall-2014/article/AYU_8066.jpg,6,12,""
201,prime/fall-2014/article/AYU_8068.jpg,6,12,""
203,prime/fall-2014/article/AYU_8107.jpg,6,12,""
205,prime/fall-2014/article/AYU_8118.jpg,6,12,""
206,prime/fall-2014/article/AYU_8132.jpg,6,12,""
207,prime/fall-2014/article/AYU_8136.jpg,6,12,""
208,prime/fall-2014/article/AYU_8139.jpg,6,12,""
209,prime/fall-2014/article/AYU_8146.jpg,6,12,""
210,prime/fall-2014/article/AYU_8159.jpg,6,12,""
212,prime/fall-2014/article/AYU_8170.jpg,6,12,""
211,prime/fall-2014/article/AYU_8165.jpg,6,12,""
217,prime/fall-2014/article/AYU_8241.jpg,6,12,""
220,prime/fall-2014/article/AYU_8242.jpg,6,12,""
247,prime/fall-2014/article/web.ari3.jpg,6,24,""
248,prime/fall-2014/article/web.brian5.jpg,6,29,""
249,prime/fall-2014/article/web.monica3.jpg,6,24,""
250,prime/fall-2014/article/web.fashion4.1.DV.jpg,6,31,""
233,prime/fall-2014/article/web.JU2.jpg,6,33,""
234,prime/fall-2014/article/web.JU4.jpg,6,33,""
236,prime/fall-2014/article/web.JU5.jpg,6,33,""
235,prime/fall-2014/article/web.JU3.jpg,6,33,""
237,prime/fall-2014/article/web.KK1.jpg,6,34,""
242,prime/fall-2014/article/web.KK4.jpg,6,34,""
243,prime/fall-2014/article/web.KK5.jpg,6,34,""
216,prime/fall-2014/article/AYU_8236.jpg,6,12,"Vocalist and bassist John Talley-Joens, drummer Kevin Barrett and guitarist Rob Roberge of the Urinals practice for upcoming shows in a friend’s garage studio."
215,prime/fall-2014/article/thescienceplaceithink.EN.tif,6,7,""
219,prime/fall-2014/article/titlepage.EN.tif,6,23,""
221,prime/fall-2014/article/web.IMG_5264.jpg,6,7,""
223,prime/fall-2014/article/web.chinatown.details.EN.jpg,6,7,""
224,prime/fall-2014/article/web.chinatown2.EN.jpg,6,23,""
225,prime/fall-2014/article/web.IMG_5330 (1).jpg,6,7,""
226,prime/fall-2014/article/web.pantryfood2.EN.jpg,6,7,""
227,prime/fall-2014/article/web.pantryfood.EN.jpg,6,23,""
228,prime/fall-2014/article/prime.webgraphic.craft.jpg,6,23,""
229,prime/fall-2014/article/web.chinatownnecklaces.EN.jpg,6,7,""
230,prime/fall-2014/article/web.prettyplace.EN.jpg,6,23,""
232,prime/fall-2014/article/web.thepantry.EN.jpg,6,7,""
241,prime/fall-2014/article/web.titlepage.EN.jpg,6,7,""
244,prime/fall-2014/article/web.unionstation.EN.jpg,6,23,""
245,prime/fall-2014/article/web.unionstation2.jpg,6,7,""
246,prime/fall-2014/article/web.unionstationwide.EN.jpg,6,7,""
222,prime/fall-2014/article/web.chinatown.EN.jpg,6,7,""
231,prime/fall-2014/article/web.JU1.jpg,6,33,""
239,prime/fall-2014/article/web.KK2.jpg,6,34,""
257,prime/fall-2014/article/web.AYeo4.jpg,6,35,""
260,prime/fall-2014/article/web.AYeo7.jpg,6,35,""
263,prime/fall-2014/article/web.AYeo10.jpg,6,35,""
262,prime/fall-2014/article/web.AYeo8.jpg,6,35,Small World Books
254,prime/fall-2014/article/web.AYeo1.jpg,6,35,Superba Snack Bar
261,prime/fall-2014/article/web.AYeo9.jpg,6,35,Venice Canals
256,prime/fall-2014/article/web.AYeo3.jpg,6,35,N'iceCream
255,prime/fall-2014/article/web.AYeo2.jpg,6,35,Intelligentsia Coffee
